Platform Type	Center	Platform	Level	Sample	Barcode	File Name
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DH-5144-10	TCGA-DH-5144-10A-01D-1466-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DH-5144-10A-01D-1466-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5847-01	TCGA-DU-5847-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5847-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5847-01	TCGA-DU-5847-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5847-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5847-01	TCGA-DU-5847-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5847-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5847-01	TCGA-DU-5847-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5847-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5847-10	TCGA-DU-5847-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5847-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5847-10	TCGA-DU-5847-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5847-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5847-10	TCGA-DU-5847-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5847-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5847-10	TCGA-DU-5847-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5847-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5849-01	TCGA-DU-5849-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5849-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5849-01	TCGA-DU-5849-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5849-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5849-01	TCGA-DU-5849-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5849-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5849-01	TCGA-DU-5849-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5849-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5849-10	TCGA-DU-5849-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5849-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5849-10	TCGA-DU-5849-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5849-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5849-10	TCGA-DU-5849-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5849-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5849-10	TCGA-DU-5849-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5849-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5851-01	TCGA-DU-5851-01A-13D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5851-01A-13D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5851-01	TCGA-DU-5851-01A-13D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5851-01A-13D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5851-01	TCGA-DU-5851-01A-13D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5851-01A-13D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5851-01	TCGA-DU-5851-01A-13D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5851-01A-13D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5851-10	TCGA-DU-5851-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5851-10A-01D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5851-10	TCGA-DU-5851-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5851-10A-01D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5851-10	TCGA-DU-5851-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5851-10A-01D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5851-10	TCGA-DU-5851-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5851-10A-01D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5852-01	TCGA-DU-5852-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5852-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5852-01	TCGA-DU-5852-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5852-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5852-01	TCGA-DU-5852-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5852-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5852-01	TCGA-DU-5852-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5852-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5852-10	TCGA-DU-5852-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5852-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5852-10	TCGA-DU-5852-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5852-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5852-10	TCGA-DU-5852-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5852-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5852-10	TCGA-DU-5852-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5852-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5853-01	TCGA-DU-5853-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5853-01A-11D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5853-01	TCGA-DU-5853-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5853-01A-11D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5853-01	TCGA-DU-5853-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5853-01A-11D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5853-01	TCGA-DU-5853-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5853-01A-11D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5853-10	TCGA-DU-5853-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5853-10A-01D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5853-10	TCGA-DU-5853-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5853-10A-01D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5853-10	TCGA-DU-5853-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5853-10A-01D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5853-10	TCGA-DU-5853-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5853-10A-01D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5854-01	TCGA-DU-5854-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5854-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5854-01	TCGA-DU-5854-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5854-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5854-01	TCGA-DU-5854-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5854-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5854-01	TCGA-DU-5854-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5854-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5854-10	TCGA-DU-5854-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5854-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5854-10	TCGA-DU-5854-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5854-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5854-10	TCGA-DU-5854-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5854-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5854-10	TCGA-DU-5854-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5854-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5855-01	TCGA-DU-5855-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5855-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5855-01	TCGA-DU-5855-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5855-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5855-01	TCGA-DU-5855-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5855-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5855-01	TCGA-DU-5855-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5855-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5855-10	TCGA-DU-5855-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5855-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5855-10	TCGA-DU-5855-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5855-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5855-10	TCGA-DU-5855-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5855-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5855-10	TCGA-DU-5855-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5855-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5870-01	TCGA-DU-5870-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5870-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5870-01	TCGA-DU-5870-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5870-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5870-01	TCGA-DU-5870-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5870-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5870-01	TCGA-DU-5870-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5870-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5870-10	TCGA-DU-5870-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5870-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5870-10	TCGA-DU-5870-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5870-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5870-10	TCGA-DU-5870-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5870-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5870-10	TCGA-DU-5870-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5870-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5871-01	TCGA-DU-5871-01A-12D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5871-01A-12D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5871-01	TCGA-DU-5871-01A-12D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5871-01A-12D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5871-01	TCGA-DU-5871-01A-12D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5871-01A-12D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5871-01	TCGA-DU-5871-01A-12D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5871-01A-12D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5871-10	TCGA-DU-5871-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5871-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5871-10	TCGA-DU-5871-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5871-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5871-10	TCGA-DU-5871-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5871-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5871-10	TCGA-DU-5871-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5871-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5872-01	TCGA-DU-5872-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5872-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5872-01	TCGA-DU-5872-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5872-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5872-01	TCGA-DU-5872-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5872-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5872-01	TCGA-DU-5872-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5872-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5872-10	TCGA-DU-5872-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5872-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5872-10	TCGA-DU-5872-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5872-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5872-10	TCGA-DU-5872-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5872-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5872-10	TCGA-DU-5872-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5872-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5874-01	TCGA-DU-5874-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5874-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5874-01	TCGA-DU-5874-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5874-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5874-01	TCGA-DU-5874-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5874-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5874-01	TCGA-DU-5874-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5874-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5874-10	TCGA-DU-5874-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5874-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5874-10	TCGA-DU-5874-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5874-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5874-10	TCGA-DU-5874-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5874-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-5874-10	TCGA-DU-5874-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-5874-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6392-01	TCGA-DU-6392-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6392-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6392-01	TCGA-DU-6392-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6392-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6392-01	TCGA-DU-6392-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6392-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6392-01	TCGA-DU-6392-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6392-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6392-10	TCGA-DU-6392-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6392-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6392-10	TCGA-DU-6392-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6392-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6392-10	TCGA-DU-6392-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6392-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6392-10	TCGA-DU-6392-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6392-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6393-01	TCGA-DU-6393-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6393-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6393-01	TCGA-DU-6393-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6393-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6393-01	TCGA-DU-6393-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6393-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6393-01	TCGA-DU-6393-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6393-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6393-10	TCGA-DU-6393-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6393-10A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6393-10	TCGA-DU-6393-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6393-10A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6393-10	TCGA-DU-6393-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6393-10A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6393-10	TCGA-DU-6393-10A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6393-10A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6394-01	TCGA-DU-6394-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6394-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6394-01	TCGA-DU-6394-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6394-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6394-01	TCGA-DU-6394-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6394-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-DU-6394-01	TCGA-DU-6394-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-DU-6394-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
